Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
01/04/2014,"CORRATOBER, CAVAN, CO CAVAN",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2014,"LISDUFF, KILNALECK, CAVAN",,Cavan,"€91,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2014,"9 RIVER VALLEY, THE CALLAGHS, BALLYCONNELL",,Cavan,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2014,"ENAGH MEADOWS, LISDUFF, VIRGINIA",,Cavan,"€217,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2014,"MULLAHORAN LOWER, KILCOGY, CO CAVAN",,Cavan,"€47,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2014,"Relaghan, Shercock",,Cavan,"€138,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
03/04/2014,"2 DRUM CARRAIG, DRUMALEE, CAVAN",,Cavan,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2014,"6 DERRYOAK, BALLYCONNELL, CAVAN",,Cavan,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2014,"DRUMLAUNAGHT, STRADONE, CAVAN",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2014,"LOUGH ALEA, BURNIA, VIRGINIA",,Cavan,"€149,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2014,"Pollereagh, Kilnaleck",,Cavan,"€110,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/04/2014,"15 CASTLEMANOR RETIREMENT VILLAGE, BILLIS, CAVAN",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2014,"CAVAN ROAD, VIRGINA, CAVAN",,Cavan,"€106,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2014,"TOAM, BLACKLION, CO CAVAN",,Cavan,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2014,"1 Riverside, Virginia",,Cavan,"€102,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2014,"101 RAMPART VIEW, VIRGINIA, CAVAN",,Cavan,"€112,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2014,"11 Foalies Bridge, Greathill, Belturbet",,Cavan,"€57,268.71",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/04/2014,"13 CILL CHAIS, SHANNON, CO CLARE",,Cavan,"€63,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2014,"CLONOOSE LITTLE, BALLYHEELAN, KILNALECK",,Cavan,"€15,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2014,"KNOCKTEMPLE, VIRGINIA, CAVAN",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2014,"DRUMCROW, CORLESMORE, CO CAVAN",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2014,"BUNGALOW AT CAVAN, BALLINALEE CO LONGFORD",,Cavan,"€32,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2014,"RAKEEVAN, BAILIEBOROUGH, CAVAN",,Cavan,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2014,"CORCANIDOS, MILLTOWN, CAVAN",,Cavan,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2014,"FARRANSEER, CORNAFEAN, CAVAN",,Cavan,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2014,"LONGFIELD, VIRGINIA, CAVAN",,Cavan,"€33,333.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2014,"17 Kempton Court, Drumalee",,Cavan,"€22,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/04/2014,"Omard, Ballyheelan, Kilnaleck",,Cavan,"€57,268.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
18/04/2014,"GARRYMORE, BALLINAGH, CO. CAVAN",,Cavan,"€271,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/04/2014,"NEW ST, VIRGINIA, CAVAN",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2014,"18 Kempton Court, Drumalee, Cavan",,Cavan,"€22,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/04/2014,"40 Kempton Court, Drumalee, Cavan",,Cavan,"€22,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2014,"49 ST PHELIMS TERRACE, CAVAN RD, COOTEHILL",,Cavan,"€32,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2014,"MULLALOUGHER, BALLYHAISE, CAVAN",,Cavan,"€61,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2014,"15 ERNE COURT, BELTURBET, CAVAN",,Cavan,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2014,"28 ASHBROOKE GROVE, MOYNEHALL, CAVAN",,Cavan,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2014,"CRENARD, BALLINAGH, CAVAN",,Cavan,"€42,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2014,"GARRYMORE CROSS, BALLINAGH, CO CAVAN",,Cavan,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2014,"KILL, KINALECK, COUNTY CAVAN",,Cavan,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2014,"STONEHAVEN, LATTAGLOGHAN, BALLYJAMESDUFF",,Cavan,"€162,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2014,"URCHER RD, BAILIEBOROUGH, CAVAN",,Cavan,"€15,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2014,"2 AN TOR AONARACH, ROCKS RD, KINGSCOURT",,Cavan,"€103,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2014,"85 LAKEVIEW, CAVAN",,Cavan,"€44,750.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2014,"CLONOOSE, BALLYHEELAN, KILNALECK",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2014,"CORLISBRATTEN, ARVA, CO CAVAN",,Cavan,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2014,"MULLAMAGAVAN, STRADONE, CAVAN",,Cavan,"€57,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2014,"CASTLE VIEW, STATION RD, COOTE HILL",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2014,"23 ST PATRICKS TERRACE, CAVAN, CO. CAVAN",,Cavan,"€21,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2014,"6 Abhainn Dubh, Mullagh, Co. Cavan",,Cavan,"€70,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/04/2014,"LISMORE, CROSSDONEY, CAVAN",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2014,"13 BOTHAR GLAS, BALLYCONNELL, CO CAVAN",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2014,"19 CASTLEMANOR RETIREMENT VILLAGE, BILLIS, CAVAN",,Cavan,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2014,"Keenagh, Ballyjamesduff",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2014,"38 KILLIANS COURT, MULLAGH, CAVAN",,Cavan,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2014,"APARTMENT 11, ANNALEE, RUSSELL QUAY",,Cavan,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2014,"DERNAFERST, LOCH GOWNA, CAVAN",,Cavan,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/05/2014,"MAIN STREET, ARVA, CO CAVAN",,Cavan,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2014,"10 Corraback, Belturbet",,Cavan,"€120,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/05/2014,"10 RAMONAN, BALLYJAMESDUFF, CO. CAVAN",,Cavan,"€32,190.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/05/2014,"BUNGALOW 2, HENRY ST, BAILIEBORO",,Cavan,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2014,"Aghacashel, Ballyjamesduff",,Cavan,"€105,726.87",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
08/05/2014,"Derrynananta Lower, Glangevlin",,Cavan,"€17,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2014,"ERNEHILL, BELTURBET, CO CAVAN",,Cavan,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2014,"Rantavan, Mullagh",,Cavan,"€55,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/05/2014,"DRUMGORA, CAVAN",,Cavan,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2014,"Main Street, Ballyjamesduff",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2014,"1 CASTLEMANOR RETIREMENT VILLAGE, BILLIS, CAVAN",,Cavan,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2014,"12 CASTLEMANOR RETIREMENT VILLAGE, BILLIS, CAVAN",,Cavan,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2014,"2 Curragh Park, Mullagh",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2014,"53 DRUMNAVANAGH, CAVAN, CAVAN",,Cavan,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2014,"76 SWIFTBROOK GLEN, VIRGINIA, CAVAN",,Cavan,"€129,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2014,"THE COTTAGE, LACKAN LOWER, BALLINAGH",,Cavan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2014,"15 Kempton Court, Drumalee, Cavan",,Cavan,"€22,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
15/05/2014,"Omard, Kilnaleck",,Cavan,"€58,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2014,"1 MARTINS ROW, BELTURBET, CAVAN",,Cavan,"€22,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2014,"21 BROOKVILLE, RANTAVAN, MULLAGH",,Cavan,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2014,"Lisnahederna, Virginia",,Cavan,"€240,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
20/05/2014,"7 CNOIC ALAINN, MUNNILLY, COOTEHILL",,Cavan,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2014,"AGHALOORA, KILNALECK, CAVAN",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2014,"BEHERNAGH, VIRGINIA, CAVAN",,Cavan,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2014,"CLONTYDUFFY, MOUNTNUGENT, CAVAN",,Cavan,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2014,"44 Lismeen Hills, Ballyjamesduff, Cavan",,Cavan,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2014,"27 Cluain Aoibhinn Court, Lower Swellan",,Cavan,"€29,074.89",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/05/2014,"20 glen alainn, mullagh",,Cavan,"€46,431.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/05/2014,"Apt 37, Cluain Aoibhinn Court, Swellan",,Cavan,"€29,955.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
23/05/2014,"APT 39, Cluain Aoibhinn Court, Swellen",,Cavan,"€22,907.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
23/05/2014,"Apt. 12 Cluain Aoibhinn, Swellan Lower, Cavan",,Cavan,"€29,074.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/05/2014,"CHERRYTREE BUNGALOW, BILLIS, VIRGINIA",,Cavan,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2014,"STRADONE STREET, BALLYJAMESDUFF, CO CAVAN",,Cavan,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2014,"TONAGHBANE, ASHFIELD, CAVAN",,Cavan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2014,"13 Dun Mullach, Mullagh",,Cavan,"€26,432.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/05/2014,"25 MAPLE COURT, BAILIEBOROUGH, CAVAN",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2014,"COOTEHILL ROAD, DRUMALEE, CO CAVAN",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2014,"NO 1 WOODLAND VIEW, CULLY LEENAN, BALLYCONNELL",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2014,"28 Cluainn Aoibhinn Court, Swellan Lower, Cavan",,Cavan,"€23,355.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
27/05/2014,"48 Riverrun, Belturbet",,Cavan,"€70,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
27/05/2014,"DRUMCAREY, CORLISMORE, CAVAN",,Cavan,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2014,"39  Fairgreen Park, Mullagh",,Cavan,"€65,041.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/05/2014,"2 KESH RD, CAVAN, CAVAN",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2014,"Apartment 30 Kempton Court, Drumalee, Cavan",,Cavan,"€19,383.25",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
30/05/2014,"BEALBALLY LOWER, GLANGEVLIN",,Cavan,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2014,"HILLCREST, POLES, CAVAN",,Cavan,"€102,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2014,"RATHANNA, DRUMELIS, CAVAN",,Cavan,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2014,"16 ARANMORE CLOSE, ROCK CROSS, CAVAN",,Cavan,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2014,"BELLAVITA, CURKISH LANE, BAILIEBOROUGH",,Cavan,"€141,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2014,"MARKET SQUARE, BALIEY BOROUGH, CAVAN",,Cavan,"€34,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2014,"No 34 Riverrun, Belturbet",,Cavan,"€60,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/06/2014,"2A YEW PARK, VIRGINIA, CAVAN",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2014,"FAIRTOWN, CAVAN, CO. CAVAN",,Cavan,"€26,990.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/06/2014,"11 AN CLUAIN DARA, KINGSCOURT, CO CAVAN",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2014,"9 DOON HEIGHTS, BALLYCONNELL, CAVAN",,Cavan,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2014,"MOUNTAIN VIEW, BAWNBOY",,Cavan,"€92,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"16 FORREST PARK, VIRGINIA, CAVAN",,Cavan,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"76 CASTLEMANOR, BILLIS NURSING HOME, BILLIS",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"77 CASTLEMANOR, BILLIS NURSING HOME, BILLIS",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"78 CASTLEMANOR, BILLIS NURSING HOME, BILLIS",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"79 CASTLEMANOR, BILLIS NURSING HOME, BILLIS",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"80 CASTLEMANOR, BILLIS NURSING HOME, BILLIS",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"81 CASTLEMANOR, BILLIS NURSING HOME, BILLIS",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"82 CASTLEMANOR, BILLIS NURSING HOME, BILLIS",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"83 CASTLEMANOR, BILLIS NURSING HOME, BILLIS",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"84 CASTLEMANOR, BILLIS NURSING HOME, BILLIS",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"85 CASTLEMANOR, BILLIS NURSING HOME, BILLIS",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"CORNALECK, BELTURBET, CAVAN",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2014,"17 DRUMNAVANAGH, CAVAN, CAVAN",,Cavan,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2014,"21 CNOIC ALAINN, COOTEHILL, CAVAN",,Cavan,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2014,"31 CARRICKFERN, CAVAN, CAVAN",,Cavan,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2014,"7 JUBILEE TERRACE, CAVAN, CAVAN",,Cavan,"€28,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2014,"CORTOBER, COOTEHILL, CO CAVAN",,Cavan,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2014,"3 BELLAMONT VIEW, MONAGHAN RD, COOTEHILL",,Cavan,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2014,"DRUMCROW, CORLISMORE, BALLINAGH",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2014,"53 SWIFTBROOK GLEN, VIRGINIA, CAVAN",,Cavan,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2014,"APT MOYNAGHS SUPPER MARKET, MAIN STREET, BAILIEBOROUGH",,Cavan,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2014,"14 CUL NA GREINE, OLDCASTLE RD, BALLYJAMESDUFF",,Cavan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2014,"SHANCOR, CORNASEAN, CAVAN",,Cavan,"€9,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2014,"77 STATION LANE, SWELLAN, CAVAN",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2014,"KILCLOGHA, COOTEHILL, CAVAN",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2014,"17 RAILWAY ROAD, KILLESHANDRA, CO CAVAN",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2014,"CHURCHTOWN, KILNALECK, CAVAN",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2014,"CORNAFEAN, CAVAN",,Cavan,"€10,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2014,"SEEORUM, BEGLIEVE, BAILIEBOROUGH",,Cavan,"€37,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2014,"18 An Tor Aonarach, Rocks Road, Kingscourt",,Cavan,"€88,106.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/06/2014,"22 CASTLEMANOR, DRUMALEE, CO CAVAN",,Cavan,"€36,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2014,"23 FOALIES BRIDGE, GREAT HILL, BELTURBET",,Cavan,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2014,"NIB BANK RESIDENCE, BECTIVE PLACE, VIRGINIA",,Cavan,"€88,400.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2014,"Silverdale, Lismacanigan, Mount Nugent",,Cavan,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2014,"5 ANNALEE DR, BALLYHAISE, CAVAN",,Cavan,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2014,"7 AN TOR AONARACH, ROCKS RD, KINGSCOURT",,Cavan,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2014,"25 FAIRGREEN PARK, MULLAGH, CAVAN",,Cavan,"€59,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2014,"28 Station Lane, Swellan, Cavan",,Cavan,"€53,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2014,"CLONCOVID, KILCOGY",,Cavan,"€35,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
25/06/2014,"MOHER, NEW INN, BALLYJAMESDUFF",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2014,"2 COCK HILL VIEW, CAVAN, CAVAN",,Cavan,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2014,"108 Rampart View, Virginia",,Cavan,"€31,327.05",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/06/2014,"15 YEW PARK, VIRGINIA, CAVAN",,Cavan,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2014,"2 WOODSIDE PLACE, DEERPARK, VIRGINIA",,Cavan,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2014,"36 Block C, Kempton Court, Drumalee  Cavan",,Cavan,"€22,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/06/2014,"47 GLENLARA, CAVAN",,Cavan,"€63,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2014,"Aghlane, Belturbet",,Cavan,"€290,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2014,"Castlepoles, Arva",,Cavan,"€105,726.87",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
27/06/2014,"KILNAVART, BALLYCONNELL, CAVAN",,Cavan,"€57,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2014,"MAIN STREET, KILLESHANDRA, CO CAVAN",,Cavan,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2014,"34 CASTLEMANOR, DRUMALEE, CO CAVAN",,Cavan,"€34,250.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2014,"8 PAIRC AN DUIN, SWELLEN, CAVAN",,Cavan,"€79,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2014,"fatrin, Ballyconnell",,Cavan,"€90,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/07/2014,"16 LAKEVIEW, Cavan, CO CAVAN",,Cavan,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2014,"DRUMELIS, CAVAN",,Cavan,"€226,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2014,"4 RIVERVIEW, RAHARDRUM, VIRGINIA",,Cavan,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2014,"DRUMNATREAD, KILL, COOTEHILL",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2014,"KILNACROTT, BALLYJAMESDUFF, CAVAN",,Cavan,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2014,"10 TOWER HAMLET, FARNHAM ST, CAVAN",,Cavan,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2014,"29 LAKEVIEW, VIRGINIA, CAVAN",,Cavan,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2014,"6 CLAREMONT, COCK HILL, CAVAN",,Cavan,"€47,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2014,"4 ANNALEE DR, BALLYHAISE, CAVAN",,Cavan,"€63,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2014,"9 Sliabh Rosann, Mullagh",,Cavan,"€24,670.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/07/2014,"1 Sheelin Manor, Mountnugent",,Cavan,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2014,"2 CARRICK RD, SHERCOCK, CAVAN",,Cavan,"€28,250.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2014,"23 CASTLEMANOR, DRUMALEE, CO CAVAN",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2014,"CORNACARROW, TULLYVIN, CO CAVAN",,Cavan,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"1 Derrylurgan, Rassen Road, Ballyjamesduff",,Cavan,"€65,800.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"1 Fairhill House, Shercock",,Cavan,"€15,200.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"1 Highfield, Bailieborough",,Cavan,"€45,600.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"16 Percy French Place, Ballyjamesduff",,Cavan,"€60,800.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"17 Bothair Glas, Ballyconnell",,Cavan,"€40,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"40 Highfield, Bailieborough",,Cavan,"€42,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"5 Deerpark Manor, Virginia",,Cavan,"€121,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"5 Riverside, Virginia",,Cavan,"€70,900.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"7 Cranadillin Place, Virginia",,Cavan,"€91,100.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"APT 7, CLUAIN AOIBHINN COURT, SWELLAN",,Cavan,"€32,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"Carnin, Ballyjamesduff",,Cavan,"€106,300.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"Carrickacroy, Crosserlough",,Cavan,"€55,700.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"Drumury, Corlismore",,Cavan,"€75,900.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"Graddum, Crosserlough",,Cavan,"€126,600.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"GREAGHRAHAN, ARDLOUGHER, BALLYCONNELL",,Cavan,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"Gurteen House, Swanlinbar",,Cavan,"€298,700.00",No,No,Second-Hand Dwelling house /Apartment,
